avg_sales,avg_revenue,avg_price,avg_pct_ventas,cluster
6931.0,64458.0,25423.35,368.5,0
10361.0,44691.92,11880.44,637.6,1
3220.0,42015.39,35898.24,-8.87,0
17992.0,298386.03,45388.62,528.51,0
10609.0,113378.94,29503.59,604.01,0
38065.0,28174.9,2008.18,1209.93,1
4847.0,94892.62,53642.62,80.11,0
2835.0,14467.86,14024.8,-233.1,1
2083.0,46362.55,62434.19,-103.52,0
12133.0,67814.02,15491.76,344.42,1
7941.0,155467.22,53708.17,303.79,0
12264.0,135674.73,30501.53,434.86,0
13877.0,228233.9,45611.36,178.4,0
6173.0,21099.93,9365.59,362.23,1
19688.0,210102.05,29310.16,495.91,0
20575.0,27773.62,3641.93,549.97,1
3909.0,3599.57,2494.81,237.4,1
6739.0,20895.31,8511.97,402.37,1
2785.0,73005.98,71731.33,-165.17,0
3687.0,63570.52,47241.35,-177.08,0
3730.0,38063.0,27975.35,-13.43,0
11509.0,63543.05,15191.39,631.73,1
10719.0,208563.77,53928.98,150.42,0
15139.0,295236.8,53940.61,83.47,0
7592.0,112773.7,40845.84,281.37,0
1933.0,12803.03,18148.12,-181.61,1
71019.0,66744.54,2581.12,1309.27,3
2640.0,84124.04,87313.73,68.74,0
12429.0,110291.77,24321.66,624.81,1
4026.0,13752.01,9053.95,150.87,1
3112.0,16470.4,14501.26,-36.7,1
19385.0,328912.03,46485.19,538.14,0
9049.0,69257.99,21381.41,253.21,1
2946.0,14379.72,13374.21,-325.14,1
7603.0,30981.21,11115.36,215.5,1
1743.0,6122.44,9766.99,-207.02,1
2217.0,4333.83,5355.68,-90.93,1
3115.0,24727.47,21339.72,-143.36,0
19525.0,17412.68,2500.16,371.83,1
5294.0,45555.4,23577.98,95.78,0
3516.0,56837.64,44377.88,-219.9,0
2985.0,44005.68,40411.01,-275.38,0
6004.0,13860.68,6330.6,506.69,1
3933.0,55189.78,38182.96,117.66,0
4376.0,6139.92,3744.75,134.82,1
7282.0,16820.99,6329.58,324.7,1
5841.0,61836.01,28720.94,77.73,0
7503.0,59676.52,21865.93,419.41,1
1301.0,20291.14,43156.56,11.29,0
2618.0,33353.26,34263.46,-14.21,0
8372.0,11740.58,3913.05,366.14,1
4694.0,52929.28,31061.55,-42.27,0
9152.0,58985.71,17281.49,328.02,1
11833.0,41526.04,9651.41,608.7,1
19860.0,17684.02,2507.87,468.04,1
11897.0,66450.84,15519.05,438.67,1
4208.0,70146.18,45530.72,36.65,0
55472.0,260514.56,12926.03,324.47,3
1932.0,50272.32,72637.64,-40.75,0
1222.0,7931.27,17783.7,-390.17,0
7205.0,90868.77,34393.85,151.02,0
2592.0,20270.48,21427.9,-123.38,0
7012.0,24019.2,9500.36,154.0,1
5034.0,7058.47,3744.11,206.26,1
14583.0,283744.8,53923.46,151.25,0
28161.0,35234.49,3439.11,322.22,1
8109.0,91412.32,31100.84,372.37,0
8768.0,130313.32,40805.92,256.18,0
5940.0,10137.54,4721.65,231.44,1
9894.0,63968.92,17477.89,461.74,1
40354.0,536944.44,36631.47,658.49,3
15101.0,98011.53,17783.7,222.61,1
9497.0,19434.57,5599.49,357.9,1
17255.0,39716.95,6279.25,924.85,1
12759.0,85043.09,18729.67,705.29,1
4477.0,30001.74,19165.67,171.8,1
27268.0,223161.05,22011.19,499.26,1
11291.0,41762.16,9921.67,347.4,1
11716.0,295751.7,69166.92,136.28,0
4547.0,11242.32,6828.45,328.92,1
6797.0,101126.26,40944.5,158.51,0
24859.0,756775.7,78628.78,45.37,0
10043.0,43271.79,11798.24,427.26,1
4358.0,114255.2,71724.54,125.5,0
4131.0,3802.98,2494.84,218.85,1
2167.0,11465.5,14501.27,-262.6,1
4521.0,56043.72,34141.34,53.04,0
10923.0,130297.72,32679.76,353.01,0
3958.0,26131.06,18068.09,-100.6,1
10920.0,162149.75,41700.42,-13.75,0
22122.0,19741.19,2512.34,453.55,1
5280.0,33918.19,17601.49,176.34,1
44391.0,32908.06,2015.96,1205.93,1
1510.0,36089.15,65486.28,-82.17,0
3631.0,13736.85,10436.67,232.65,1
9676.0,37732.14,10659.38,537.59,1
7544.0,110054.44,39968.24,342.78,0
1538.0,9982.24,17783.7,-349.27,0
2563.0,6718.87,7181.83,-223.07,1
3044.0,23282.98,20683.77,-166.37,0
11868.0,65766.86,15155.18,124.89,1
90433.0,56909.08,1734.67,1215.39,3
18040.0,164817.08,25032.95,432.91,0
1317.0,34980.81,72762.3,-129.67,0
940.0,2451.97,7136.85,-317.33,1
4134.0,43758.2,28736.64,118.03,0
3320.0,54308.1,44533.56,-199.92,0
5213.0,21885.52,11490.14,107.36,1
1142.0,24604.66,62873.34,-69.59,0
5381.0,49893.13,25421.81,120.92,0
1981.0,33899.39,46887.42,-262.77,0
57674.0,36211.06,1739.27,901.98,1
1288.0,17072.37,36319.4,-168.96,0
1798.0,21439.76,32677.92,-31.4,0
1208.0,5563.76,12653.49,-484.62,1
5197.0,58515.69,30980.21,149.89,0
22653.0,81514.32,9832.13,428.37,1
6480.0,96374.16,40837.78,157.64,0
2724.0,46299.68,46519.86,-254.37,0
8172.0,91015.2,30528.4,238.41,0
6736.0,33165.39,13152.8,374.17,1
8407.0,87772.27,28318.58,384.0,0
22963.0,166754.42,20041.89,503.96,1
18759.0,42822.52,6254.36,1089.13,1
3876.0,67280.02,48475.44,102.43,0
4252.0,56004.17,36317.24,232.63,0
1889.0,14772.74,21427.9,-337.99,0
4431.0,17566.4,11202.16,100.9,1
5852.0,20842.38,9867.04,-8.17,1
5517.0,23772.54,11805.89,155.61,1
49959.0,46944.28,2547.19,1085.67,1
9010.0,68868.62,21096.6,456.24,1
8991.0,57553.25,17972.18,174.99,1
943.0,9357.14,27211.24,-426.67,0
9519.0,105321.23,30502.86,441.67,0
1950.0,25570.19,35949.65,-265.8,0
8676.0,125423.89,39168.57,110.92,0
14256.0,32715.95,6284.18,915.79,1
1635.0,7545.69,12645.37,-307.21,1
2535.0,35746.54,39187.65,-36.12,0
1696.0,3924.88,6340.91,-74.99,1
7275.0,29583.9,11156.54,410.26,1
4849.0,18902.38,10705.64,48.69,1
4829.0,6820.45,3745.39,185.36,1
2710.0,14274.45,14438.21,-94.87,1
5250.0,205565.31,108070.48,231.54,0
10994.0,214082.81,53806.06,228.69,0
4336.0,11355.38,7175.72,-57.63,1
19334.0,176656.69,25035.66,425.24,0
2027.0,17391.36,23532.53,-130.77,0
1710.0,10184.57,16313.13,-290.74,1
11294.0,103194.41,25035.66,394.47,0
7917.0,5009.05,1690.64,325.13,1
62438.0,58704.62,2583.35,1194.49,3
58244.0,23232.97,1088.21,924.56,1
14149.0,241567.05,46600.42,532.95,0
25056.0,394880.28,42921.98,257.0,0
11706.0,124235.35,29079.74,660.71,0
7228.0,56785.64,21554.67,499.35,1
5653.0,22329.92,10823.28,305.78,1
7912.0,30158.4,10423.33,355.67,1
6681.0,186202.38,78514.04,150.38,0
25010.0,88005.57,9816.17,625.77,1
2495.0,46056.16,50578.96,-118.85,0
67748.0,42546.52,1729.82,982.41,3
1808.0,11931.44,18035.74,-349.52,0
2981.0,43500.7,40002.64,40.13,0
4821.0,108233.38,61514.1,209.36,0
33717.0,42668.34,3466.64,957.36,1
11229.0,73257.22,17923.96,624.4,1
2733.0,17730.14,17775.05,-199.69,1
3606.0,74546.67,56403.1,92.81,0
11108.0,10029.76,2515.42,330.48,1
4207.0,71684.1,46588.18,40.91,0
87155.0,81822.32,2583.39,1142.43,3
6544.0,16316.89,6841.57,314.68,1
79121.0,49877.64,1731.3,1431.39,3
3277.0,73196.42,61223.86,-158.97,0
13362.0,201990.19,41793.1,672.82,0
3734.0,5049.29,3730.36,-24.54,1
7324.0,121888.78,45537.52,198.84,0
29776.0,18645.5,1706.38,533.27,1
3048.0,36403.48,32724.92,114.71,0
1812.0,11950.7,18106.32,-181.13,1
10677.0,63475.83,16289.57,550.6,1
4096.0,21627.29,14467.47,60.45,1
10471.0,66774.84,17478.26,445.89,1
1773.0,6791.3,10495.3,-230.25,1
95171.0,59905.06,1734.8,1259.2,3
1177.0,18377.89,43026.76,-13.33,0
7871.0,50667.54,17277.31,364.08,1
3098.0,23774.36,21027.03,-109.56,0
1606.0,18027.67,30757.05,-362.38,0
3972.0,64045.79,44360.58,-92.17,0
2756.0,36207.28,36000.87,-103.22,0
14591.0,241589.77,45660.58,224.87,0
8561.0,86686.21,27956.9,539.14,0
18333.0,41979.4,6278.89,987.49,1
74840.0,55444.2,2032.51,1014.5,3
4700.0,24256.81,14410.02,203.59,1
9083.0,130749.4,39206.34,171.48,0
8278.0,46062.56,15121.49,40.02,1
8307.0,46161.0,15498.04,358.63,1
1484.0,20787.1,39042.31,-36.85,0
1958.0,12706.53,17782.02,-350.8,0
1405.0,20330.91,39623.1,-313.12,0
42294.0,39711.24,2581.22,1066.99,1
7649.0,56943.28,20543.85,256.85,1
44969.0,33301.91,2031.19,1249.94,1
4003.0,26460.23,18111.67,-115.01,1
2850.0,20797.52,20015.53,-274.74,0
2615.0,22884.91,23978.84,86.3,0
4246.0,20479.98,13066.45,39.27,1
2095.0,10811.04,14139.5,-109.32,1
71999.0,45320.18,1733.35,1187.16,3
6158.0,58494.98,26053.82,167.69,0
10957.0,216334.38,54241.34,306.9,0
11841.0,66052.98,15486.59,349.47,1
3596.0,6070.25,4626.88,-143.62,1
11546.0,145238.86,34509.11,310.67,0
10332.0,84040.49,22136.01,450.27,1
1501.0,5749.43,10495.3,-418.42,1
3280.0,38914.04,32426.14,-160.19,0
2498.0,13174.13,14472.95,-145.79,1
3062.0,11687.96,10458.85,-269.5,1
3993.0,74201.69,50711.84,41.42,0
2200.0,11616.22,14467.47,-258.82,1
6314.0,94712.91,41729.68,2.42,0
7274.0,49488.4,18631.61,377.48,1
9622.0,68823.99,19434.81,382.21,1
2270.0,49683.94,57229.0,-9.13,0
58036.0,43089.04,2037.41,1202.05,3
11109.0,18173.21,4482.37,441.69,1
2184.0,11531.74,14467.47,-483.39,1
3174.0,17261.64,15758.37,-245.59,1
12871.0,16091.32,3425.55,764.91,1
10111.0,102489.87,27870.99,573.55,0
2408.0,13446.83,15484.82,23.29,1
47422.0,62958.96,3680.6,1197.0,3
18941.0,111657.06,16198.9,554.36,1
12013.0,106560.98,24301.97,555.36,1
2923.0,15429.74,14377.03,-138.67,1
34880.0,229449.92,18480.86,487.75,1
10251.0,202495.58,54264.19,321.06,0
1531.0,13103.84,23457.92,-244.05,0
8642.0,22659.57,7186.03,251.57,1
10563.0,110213.7,28545.02,380.79,0
7573.0,64651.38,23459.76,369.41,1
15530.0,81988.93,14464.75,568.8,1
26310.0,266297.25,27804.16,569.68,0
4869.0,6087.22,3425.55,254.01,1
7767.0,80921.66,28186.76,393.55,0
3574.0,23579.24,18086.32,-25.98,1
3383.0,26906.35,21792.32,172.88,1
5040.0,82668.52,45528.36,-16.15,0
1269.0,3162.17,6848.93,-352.81,1
40584.0,198094.56,13374.21,489.52,1
17748.0,198347.38,30786.88,528.48,0
4723.0,50127.09,29080.72,165.72,0
2841.0,30038.7,28733.26,30.73,0
92427.0,58214.42,1732.91,1540.6,3
4142.0,108374.8,71682.54,165.87,0
13271.0,89802.38,18752.1,646.31,1
2336.0,36757.5,42984.35,109.91,0
27313.0,276714.97,27793.6,568.08,0
2801.0,14752.32,14448.19,42.34,1
3797.0,49887.61,35998.21,87.6,0
105876.0,66576.2,1732.52,1623.26,3
10033.0,152963.75,41802.16,-27.59,0
11517.0,45844.29,10914.15,759.42,1
7812.0,59923.76,21049.79,429.33,1
6666.0,22858.3,9502.68,212.76,1
26231.0,35441.81,3641.57,551.18,1
29320.0,892256.56,84062.91,163.38,0
10950.0,61151.1,15483.9,267.46,1
11009.0,82355.86,20532.25,414.8,1
7291.0,134767.88,50783.35,302.9,0
9301.0,31992.62,9505.46,228.84,1
2249.0,4393.69,5355.64,-99.38,1
2804.0,55238.62,54111.82,-278.07,0
4585.0,179331.56,108062.48,175.63,0
2455.0,32198.69,36172.48,-46.48,0
5584.0,21157.61,10402.44,92.04,1
15720.0,260996.06,45368.3,497.1,0
2505.0,13226.65,14467.47,-358.02,1
2474.0,13062.97,14467.47,-61.56,1
15095.0,167022.66,30500.57,508.72,0
3723.0,20891.0,15372.27,-170.17,1
22822.0,30923.23,3638.43,524.24,1
89792.0,56591.94,1733.91,1226.82,3
122565.0,77235.3,1732.09,1314.61,3
14207.0,126023.51,24322.3,502.19,1
7002.0,137082.36,53642.62,125.29,0
7337.0,170573.52,63700.62,359.33,0
1316.0,17275.48,35992.73,-245.8,0
2764.0,58995.7,58333.22,20.81,0
3461.0,44508.68,35414.32,-162.42,0
12288.0,52949.46,11802.22,525.99,1
21920.0,63199.5,7942.92,601.83,1
14745.0,33856.24,6266.85,1018.55,1
55372.0,52036.94,2583.94,1201.5,3
8853.0,23195.74,7179.07,397.09,1
8069.0,31961.56,10856.27,241.25,1
9088.0,135871.8,41758.28,-65.85,0
1758.0,22884.64,35507.1,-73.89,0
5200.0,39689.62,20887.46,139.92,1
40344.0,54445.78,3640.76,625.89,1
11936.0,45462.64,10511.9,451.2,1
947.0,15026.89,43552.4,-158.65,0
5011.0,77476.78,42452.32,169.19,0
2985.0,15396.8,14132.5,-9.38,1
3268.0,56416.8,47301.72,92.81,0
2445.0,92827.35,102927.82,-46.39,0
12366.0,128487.63,28378.7,164.55,0
2631.0,26150.78,27245.54,98.87,0
2361.0,5899.77,6849.26,-222.11,1
6499.0,35780.96,15434.12,96.45,1
56015.0,41258.13,2007.12,1159.88,3
6667.0,17456.32,7169.82,236.86,1
21145.0,30900.41,4054.88,893.23,1
1851.0,4845.74,7175.0,-207.42,1
1474.0,19157.0,35284.1,-312.78,0
3222.0,57135.16,48732.49,-154.57,0
74830.0,46965.62,1733.73,1212.56,3
3735.0,60454.24,44296.58,-156.75,0
4381.0,22607.71,14139.5,-23.4,1
15776.0,56997.27,9967.46,477.22,1
29777.0,23709.71,2182.26,1678.8,3
11326.0,85082.34,20626.86,425.87,1
2679.0,101905.19,103023.2,-13.95,0
9185.0,16260.98,4857.0,738.86,1
7668.0,20904.46,7414.56,348.72,1
13669.0,87412.3,17480.52,446.6,1
8221.0,77966.49,26078.82,138.53,0
13946.0,123595.3,24322.3,567.69,1
18595.0,118493.91,17632.08,533.59,1
52723.0,39037.92,2037.37,1426.27,3
4758.0,24538.55,14124.04,97.16,1
3817.0,30358.13,21792.32,-0.97,0
13505.0,102533.95,20802.0,526.77,1
6659.0,73829.22,32036.5,193.22,0
2715.0,12037.55,12368.49,-303.54,1
13822.0,141365.11,27813.01,401.14,0
15307.0,35166.8,6281.55,972.49,1
1561.0,11739.47,20623.64,-477.3,0
3961.0,9644.99,6646.54,-55.97,1
6117.0,16027.15,7179.07,303.41,1
3200.0,10515.64,9006.23,-268.85,1
1454.0,8644.18,16289.57,-293.41,1
2221.0,11564.84,14268.55,-399.33,1
6812.0,8803.59,3543.65,468.98,1
2317.0,11691.84,13779.04,-413.63,1
7257.0,49737.5,19297.08,409.6,1
1011.0,1303.67,3534.25,-248.87,1
4572.0,5898.34,3534.87,34.48,1
971.0,2544.12,7179.07,-168.32,1
1881.0,17833.97,25986.26,-455.37,0
1147.0,1479.74,3534.87,-218.54,1
1111.0,3697.63,10671.65,-158.17,1
2913.0,19255.87,18044.95,-201.87,1
2720.0,1924.32,1951.96,-139.15,1
3559.0,15917.03,12251.96,127.71,1
1933.0,8651.6,12257.82,-130.6,1
2442.0,12275.26,13773.96,-382.75,1
1135.0,1461.82,3531.2,-269.43,1
3182.0,21033.34,18111.67,-262.85,1
800.0,1032.08,3534.87,-97.81,1
4163.0,26410.49,17382.83,152.97,1
880.0,585.2,1822.1,-152.88,1
1827.0,558.88,838.17,55.95,1
960.0,2558.25,8040.52,-158.06,1
6890.0,7756.35,3076.12,303.8,1
5144.0,19067.6,10063.87,178.8,1
1117.0,1430.34,3441.38,-358.75,1
971.0,8997.54,25396.38,-168.44,0
7773.0,10150.28,3578.92,409.91,1
13058.0,48414.24,10075.81,341.15,1
1683.0,6176.25,10068.88,-432.72,1
1113.0,6612.91,16100.71,-164.55,1
14317.0,18081.82,3477.78,1079.73,1
1534.0,1969.29,3448.08,-308.5,1
1753.0,2261.55,3534.87,23.73,1
2623.0,17328.48,18095.34,-402.28,0
1038.0,1214.88,3206.9,-153.57,1
2149.0,5630.6,7184.13,38.16,1
4697.0,5256.45,3272.09,132.05,1
6638.0,8563.68,3534.87,206.14,1
2052.0,12195.36,16277.6,-181.5,1
1809.0,6238.01,10151.62,-110.81,1
3253.0,11789.66,10115.71,-187.9,1
1025.0,707.51,1998.8,-229.51,1
4657.0,17155.63,10068.99,-71.83,1
2042.0,7493.74,10103.66,-404.43,1
2658.0,6973.8,7188.92,-348.54,1
3358.0,8057.88,6623.0,-148.65,1
2121.0,6967.7,8997.26,-242.01,1
6102.0,40302.18,18032.87,136.49,1
1954.0,11153.26,17023.11,-144.25,1
1397.0,5114.45,10095.5,-449.94,1
1534.0,6694.38,12241.82,-394.0,1
2405.0,6307.72,7203.81,-302.28,1
2453.0,1631.24,1815.24,75.79,1
21849.0,6579.91,844.8,1669.89,1
4656.0,6011.1,3543.52,75.19,1
3722.0,9752.01,7179.07,-201.72,1
2346.0,17792.25,20854.8,-409.38,0
3968.0,5087.48,3448.34,87.03,1
1524.0,1966.11,3534.87,-153.72,1
1279.0,850.54,1822.1,-91.44,1
1578.0,10425.42,18109.01,-466.42,0
1449.0,5723.7,10823.28,-29.23,1
3187.0,8345.02,7148.08,-222.64,1
3424.0,13529.66,10829.66,-166.71,1
1599.0,21195.96,36322.6,13.58,0
2483.0,3203.32,3534.87,20.2,1
1919.0,18333.96,24394.6,-172.82,0
1670.0,1193.89,1955.11,-239.61,1
2618.0,13829.42,14476.52,-361.77,1
18288.0,67939.96,10071.84,432.06,1
6170.0,22802.5,10077.73,157.99,1
886.0,11696.34,36182.62,-207.72,0
3580.0,29669.27,23211.76,-171.12,0
1109.0,3430.62,8468.08,-388.85,1
1504.0,7947.81,14492.84,-519.9,1
2358.0,6233.92,8137.21,-26.69,1
895.0,1047.51,3206.9,-161.22,1
5055.0,18554.91,10065.97,-32.71,1
746.0,6108.32,24328.23,-156.99,0
5917.0,7644.43,3545.78,303.83,1
1220.0,1573.92,3534.87,-244.19,1
2174.0,2804.68,3534.87,-94.37,1
4841.0,17729.79,10063.98,86.96,1
6196.0,24466.96,10820.65,182.14,1
1531.0,3226.41,5745.6,-92.21,1
5342.0,6891.71,3534.87,297.06,1
2048.0,13537.48,18111.67,-308.92,0
3213.0,8418.38,7179.07,-190.88,1
1690.0,4464.68,8218.47,-94.1,1
1396.0,1633.88,3206.9,-109.98,1
4135.0,14947.71,9893.78,-75.92,1
1946.0,5096.11,7175.18,-207.01,1
4996.0,5681.1,3079.51,4.27,1
847.0,1092.71,3534.87,-251.55,1
5620.0,6345.23,3079.27,286.99,1
2227.0,1560.78,1958.72,-176.06,1
2289.0,18178.35,21764.12,-384.13,0
5055.0,18364.17,10078.66,126.64,1
2039.0,8048.93,10817.95,-176.02,1
2925.0,9929.39,9347.59,-265.84,1
973.0,1254.74,3532.75,-229.2,1
4874.0,3416.94,1953.08,43.14,1
923.0,3645.94,10823.28,-176.92,1
1840.0,2373.78,3534.87,33.55,1
1824.0,14478.83,21751.96,-219.28,0
770.0,4065.68,14467.47,-187.67,1
2426.0,7545.54,8472.66,-452.09,1
2556.0,19502.2,20557.46,-310.75,0
2243.0,5944.13,8408.43,22.61,1
9206.0,30473.49,9105.57,741.34,1
3718.0,14692.32,10830.72,-45.33,1
6300.0,23459.87,10073.87,163.78,1
3434.0,18126.54,14452.18,-222.18,1
660.0,2668.64,11532.35,-397.33,1
7187.0,23106.16,8831.17,423.23,1
4382.0,5653.22,3534.87,295.34,1
3760.0,4268.74,3083.07,-90.96,1
2746.0,1928.53,1955.74,-152.88,1
9746.0,2981.3,838.17,707.56,1
2219.0,2843.74,3447.29,-196.16,1
4171.0,2773.72,1822.1,51.25,1
1111.0,5866.19,14467.47,-269.37,1
3504.0,21091.59,16333.17,-136.29,1
13694.0,4160.93,874.48,1080.78,1
4334.0,40279.24,25059.4,-44.98,0
6078.0,48708.72,22053.45,124.89,0
1295.0,4957.87,10487.8,-32.44,1
4594.0,17080.44,10056.53,-11.41,1
1442.0,11143.72,23204.24,-374.08,0
1736.0,1238.3,1954.34,-295.85,1
4379.0,16140.95,10068.27,-11.9,1
2282.0,9011.47,10821.94,-193.12,1
1045.0,1347.89,3534.48,-247.84,1
2210.0,14607.66,18107.02,-115.74,1
3576.0,12318.5,9748.12,64.87,1
2231.0,1539.98,1961.31,-204.41,1
24611.0,7438.86,848.33,1665.86,1
2205.0,2957.16,3771.39,-313.57,1
1614.0,1108.97,1994.61,-167.1,1
5357.0,19910.5,10067.57,168.68,1
4218.0,11049.0,7175.2,-187.21,1
3165.0,4083.17,3534.87,114.67,1
3759.0,4236.05,3074.28,-69.34,1
3008.0,4530.37,7077.49,170.54,1
5749.0,44006.21,20828.11,123.03,1
8617.0,65316.25,20787.05,206.31,1
10911.0,122339.59,30722.25,345.04,0
31060.0,87128.58,7516.61,868.45,1
18066.0,226478.78,34405.89,800.68,0
14632.0,127137.6,23831.14,375.77,0
36078.0,67697.78,5147.6,374.24,1
7727.0,52340.16,18531.1,450.1,1
3390.0,76114.12,61536.0,106.48,0
7244.0,27664.54,10065.45,100.33,1
19068.0,110332.38,15842.35,634.18,1
7239.0,35401.6,13388.38,400.47,1
14261.0,88208.52,16955.91,531.01,1
10156.0,228080.45,61512.3,468.54,0
5016.0,31911.82,17589.22,-27.36,1
28603.0,173615.16,16613.11,670.17,1
14281.0,88437.52,16956.84,632.68,1
11805.0,147159.19,34417.88,337.26,0
124319.0,151838.58,3347.6,440.94,3
2682.0,23366.92,23872.25,106.86,0
28837.0,69659.89,6658.66,688.79,1
3999.0,24193.95,16577.0,106.05,1
4902.0,54794.92,29517.54,151.12,0
9824.0,18051.6,5034.75,171.62,1
16277.0,60624.06,10204.32,490.02,1
9142.0,32937.05,9843.5,111.23,1
52145.0,368757.8,19343.06,507.08,3
21873.0,78403.72,9803.01,934.1,1
18204.0,157556.45,22472.3,406.02,1
16617.0,102520.7,16672.22,640.14,1
26097.0,351309.28,36953.82,168.47,0
14027.0,72294.54,14570.76,260.92,1
9202.0,45392.99,13516.78,571.08,1
5023.0,29039.92,15825.09,167.01,1
2042.0,7595.31,10195.36,5.19,1
6503.0,32267.44,13791.3,181.57,1
21270.0,137025.42,17699.8,629.61,1
25303.0,90194.73,9825.71,690.13,1
65124.0,366812.75,15265.6,455.99,3
11120.0,142235.27,35386.65,39.94,0
4453.0,15828.35,10009.31,208.84,1
3538.0,79472.33,61547.25,67.64,0
42590.0,141190.02,9119.76,501.83,1
12790.0,59831.38,12836.24,676.91,1
9932.0,48617.02,13740.48,438.04,1
36610.0,129951.88,9725.64,394.36,1
4715.0,34912.69,20153.12,38.78,1
23034.0,107427.14,12291.34,337.87,1
72161.0,264771.0,10080.1,601.77,3
4275.0,21260.55,13793.39,32.37,1
34400.0,645910.94,51478.24,719.32,3
1557.0,7629.3,13426.0,32.62,1
39789.0,195668.16,13455.78,437.45,1
8542.0,127629.12,40674.46,86.15,0
3523.0,7389.81,5768.86,-187.37,1
11412.0,92437.2,22194.0,260.08,1
18165.0,66396.52,10019.2,339.59,1
1065.0,39842.64,102588.6,-182.67,0
20231.0,47421.22,6425.78,316.51,1
20909.0,130158.52,17056.5,621.72,1
5537.0,71990.08,35344.82,-59.51,0
2626.0,18956.8,19785.8,48.11,1
10287.0,12601.58,3356.5,1039.6,1
50828.0,190734.1,10426.74,100.23,1
17417.0,92861.94,14828.96,263.03,1
13467.0,117294.98,23856.0,455.72,1
14109.0,34737.54,6746.66,722.16,1
10225.0,46417.31,12492.3,572.48,1
36095.0,95317.12,7021.56,256.34,1
69608.0,696176.75,27442.58,299.6,3
8169.0,86573.65,28890.28,286.38,0
10196.0,63800.12,17161.85,406.1,1
39160.0,133613.9,9346.76,437.29,1
4001.0,24850.98,16829.54,193.12,1
9433.0,76125.42,22727.32,367.45,1
11939.0,42335.55,9745.55,408.29,1
19147.0,116508.54,16689.57,220.03,1
7965.0,100098.3,34288.54,254.79,0
7272.0,73812.15,27994.76,195.28,0
21220.0,92307.0,11919.0,405.14,1
128097.0,156607.33,3347.1,670.74,3
2385.0,49151.54,56169.16,-246.72,0
37767.0,232456.45,16857.32,1503.15,3
25165.0,134679.06,14784.6,571.59,1
13190.0,98442.05,20444.99,614.16,1
6710.0,42575.72,17425.82,381.02,1
53191.0,195593.78,10050.58,181.63,1
